ID,Topics,Text,NegPos
655,Room,"The room was very well equipped, clean, comfortable.",Positive
655,Staff,Very warm and caring welcome.,Positive
655,Location,,
655,Food,,
655,Price,,
655,Facility,,
655,Check-in,,
655,Check-out,,
655,Room,,
655,Staff,,
655,Location1,The hotel is not far from the airport.,Positive
655,Location2,a bit far from city center.,Negative
655,Food,,
655,Price,,
655,Facility,,
655,Check-in,,
655,Check-out,,
661,Room1,small but modern rooms,Positive
661,Room2,"good bed, very good bathroom",Positive
661,Location,Proximity to the airport,Positive
661,Staff,,
661,Food,,
661,Price,,
661,Facility,,
661,Check-in,,
661,Check-out,,
661,Room,,
661,Staff,,
661,Location,disturbed by the aircraft noise.,Negative
661,Food,,
661,Price,,
661,Facility,,
661,Check-in,,
661,Check-out,,
666,Room,,
666,Staff,very friendly and helpful staff/owners.,Positive
666,Location,Great location as I arrived very late and just wanted to sleep. Quiet location.,Positive
666,Food,,
666,Price,,
666,Facility,,
666,Check-in,,
666,Check-out,,
666,Room,bed a bit uncomfortable.,Negative
666,Staff,the organized taxi came too late/a bit chaotic.,Negative
666,Location,,
666,Food,,
666,Price,,
666,Facility,,
666,Check-in,,
666,Check-out,,
671,Room,,
671,Staff,,
671,Location,,
671,Food,,
671,Price,,
671,Facility,the hotel appears to have been renovated,Positive
671,Check-in,,
671,Check-out,,
671,Room,,
671,Staff,,
671,Location,,
671,Food,,
671,Price,,
671,Facility,the pool was closed.,Negative
671,Check-in,,
671,Check-out,,
676,Room,"The room has a refrigerator, kettle, small mugs, safe (did not use), TV (2 channels in the local language, netflix and browser).",Positive
676,Staff,"Staff SUPER!!! Responsive, kind people, you feel at home).",Positive
676,Location,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",Positive
676,Food,,
676,Price,,
676,Facility,,
676,Check-in,,
676,Check-out,,
676,Room1,"The shower has no door or curtain. While taking a shower, drops fall on the floor.",Negative
676,Facility1,Wi-fi is enough for a phone.,Positive
676,Facility2,Wi-fi is not enough for a laptop.,Negative
676,Location,There are few shops nearby.,Negative
676,Staff,,
676,Food,,
676,Price,,
676,Check-in,,
676,Check-out,,
679,Room,"Superb room, bathroom and balcony, very comfortable.",Positive
679,Staff,the staff was top notch!,Positive
679,Location,,
679,Food,,
679,Price,,
679,Facility,,
679,Check-in,,
679,Check-out,,
679,Room,Lots of noise from the hallway.,Negative
679,Staff,,
679,Location,,
679,Food,,
679,Price,,
679,Facility,,
679,Check-in,,
679,Check-out,,
684,Room,,
684,Staff,the sympathy of the restaurant manager,Positive
684,Location,,
684,Food,,
684,Price,,
684,Facility,The terrace,Positive
684,Check-in,,
684,Check-out,,
684,Room,,
684,Staff,,
684,Location,,
684,Food,,
684,Price,,
684,Facility,The noise of the discotheque.,Negative
684,Check-in,,
684,Check-out,,
690,Room,,
690,Staff,,
690,Location,Very convenient location. Not far from the airport and from the sea.,Positive
690,Food,,
690,Price,,
690,Facility,,
690,Check-in,,
690,Check-out,,
690,Room,Very thin walls. Everything is heard.,Negative
690,Location,At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.,Negative
690,Staff,,
690,Food,,
690,Price,,
690,Facility,,
690,Check-in,,
690,Check-out,,
694,Room,,
694,Staff,The hosts are very friendly.,Positive
694,Location,Close to the airport.,Positive
694,Food,,
694,Price,,
694,Facility,,
694,Check-in,,
694,Check-out,,
694,Room1,The room is clean and tidy.,Positive
694,Room2,The room is very very small (3 beds at 18 meters).,Negative
694,Location1,The area near the hotel is a wasteland.,Negative
694,Location2,There is nothing.,Negative
694,Food,Never had such a terrible dinner before.,Negative
694,Price,,
694,Facility,,
694,Staff,,
694,Check-in,,
694,Check-out,,
698,Room,,
698,Staff,The welcome was very warm and efficient.,Positive
698,Location1,The hotel is 10 minutes from the airport which is very convenient for not missing your flight.,Positive
698,Location2,the hotel is well located for the restaurants in the area.,Positive
698,Food,,
698,Price,,
698,Facility,,
698,Check-in,,
698,Check-out,,
698,Room,,
698,Staff,,
698,Location,,
698,Food,,
698,Price,,
698,Facility,The electric kettle didn't seem to work.,Negative
698,Check-in,,
698,Check-out,,
702,Room,,
702,Staff,Nice staff,Positive
702,Food,good cook,Positive
702,Location,,
702,Price,,
702,Facility,,
702,Check-in,,
702,Check-out,,
702,Room1,room a bit small.,Negative
702,Room2,son of 16 had to sleep on the starter.,Negative
702,Staff,,
702,Location,,
702,Food,,
702,Price,,
702,Facility,,
702,Check-in,,
702,Check-out,,
707,Room,soft blankets,Positive
707,Staff,,
707,Location,,
707,Food,,
707,Price,,
707,Facility1,"New hotel, renovated",Positive
707,Check-in,,
707,Check-out,,
707,Room,Small room for a family,Negative
707,Staff,,
707,Location,,
707,Food,,
707,Price,,
707,Facility,,
707,Check-in,,
707,Check-out,,
711,Room,Room,Positive
711,Staff,very nice staff,Positive
711,Location,,
711,Food,,
711,Price,,
711,Facility,,
711,Check-in,,
711,Check-out,possibility for late check out,Positive
711,Room,,
711,Staff,,
711,Location,,
711,Food,,
711,Price,,
711,Facility,"Swimming pool, small and dirty.",Negative
711,Check-in,,
711,Check-out,,
716,Room,New and clean rooms.,Positive
716,Staff,Very pleasant staff.,Positive
716,Location,,
716,Food,,
716,Price,,
716,Facility,,
716,Check-in,,
716,Check-out,,
716,Room,Lack of adapters for sockets in the rooms.,Negative
716,Staff,the staff promised to fix it.,Positive
716,Location,,
716,Food,,
716,Price,,
716,Facility,,
716,Check-in,,
716,Check-out,,
718,Room,,
718,Staff,very nice staff,Positive
718,Location,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.,Positive
718,Food,,
718,Price,,
718,Facility,,
718,Check-in,,
718,Check-out,,
718,Room,No trash can in the room.,Negative
718,Staff,,
718,Location,,
718,Food,,
718,Price,,
718,Facility,,
718,Check-in,,
718,Check-out,,
723,Room,It was simple and beautiful.,Positive
723,Staff,,
723,Location,,
723,Food,,
723,Price,,
723,Facility,,
723,Check-in,,
723,Check-out,,
723,Room,,
723,Staff,,
723,Location,,
723,Food,,
723,Price,,
723,Facility,There were no TV channels.,Negative
723,Check-in,,
723,Check-out,,
