ID,Topics,Text_answer,NegPos_answer,text_output,NegPos,Cosine_Similarity,IsCorrect
666,Staff,,,very friendly and helpful staff/owners.,Positive,,False
666,Location,,,Great location as I arrived very late and just wanted to sleep. Quiet location.,Positive,,False
666,Facility,,,the organized taxi came too late/ a bit chaotic.,Negative,,False
671,Facility,Unfortunately the pool was closed.,Negative,the pool was closed.,Negative,0.8181802073667197,True
671,Facility,,,the hotel appears to have been renovated.,Positive,,False
676,Room,,,"The shower has no door or curtain. While taking a shower, drops fall on the floor., Wi-fi is enough for a phone, not enough for a laptop.",Negative,,False
676,Room,,,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser).",Positive,,False
676,Staff,,,"Staff SUPER!!! Responsive, kind people, you feel at home).",Positive,,False
676,Location,There are few shops nearby.,Negative,There are few shops nearby.,Negative,1.0000000000000002,True
676,Location,,,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place., Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",Positive,,False
679,Room,Lots of noise from the hallway,Negative,Lots of noise from the hallway.,Negative,1.0000000000000002,True
679,Room,,,"Superb room, bathroom and balcony, very comfortable.",Positive,,False
679,Staff,,,the staff was top notch!,Positive,,False
684,Staff,,,the sympathy of the restaurant manager,Positive,,False
684,Location,The noise of the discotheque…,Negative,,,,False
684,Facility,,,The noise of the discotheque.,Negative,,False
684,Facility,,,The terrace,Positive,,False
690,Room,Very thin walls. ,Negative,Very thin walls. Everything is heard.,Negative,0.5797386715376657,False
690,Location,,,At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.,Negative,,False
690,Location,,,Very convenient location. Not far from the airport and from the sea.,Positive,,False
694,Room,"The room is very very small (3 beds at 18 meters), ",Negative,The room is very very small (3 beds at 18 meters).,Negative,1.0000000000000002,True
694,Room,,,The room is clean and tidy.,Positive,,False
694,Staff,,,The hosts are very friendly.,Positive,,False
694,Location,The area near the hotel is a wasteland,Negative,The area near the hotel is a wasteland / wasteland. There is nothing.,Negative,0.8422852797303264,True
694,Location,,,Close to the airport. Quietly we reached 3 stops on the 425 bus.,Positive,,False
694,Food,,,Never had such a terrible dinner before.,Negative,,False
694,Price,,,Tomorrow is quite meager - 8 euros.,Negative,,False
698,Room,The electric kettle didn't seem to work.,Negative,,,,False
698,Staff,,,The welcome was very warm and efficient.,Positive,,False
698,Location,,,"The hotel is 10 minutes from the airport which is very convenient for not missing your flight., the hotel is well located for the restaurants in the area.",Positive,,False
698,Facility,,,The electric kettle didn't seem to work.,Negative,,False
702,Room,room a bit small. ,Negative,"room a bit small., son of 16 had to sleep on the starter.",Negative,0.3799783615910079,False
702,Staff,,,Nice staff,Positive,,False
702,Food,,,good cook,Positive,,False
707,Room,Small room for a family,Negative,Small room for a family,Negative,1.0,True
707,Room,,,soft blankets,Positive,,False
707,Facility,,,"New hotel, renovated",Positive,,False
711,Staff,,,very nice staff,Positive,,False
711,Facility,"Swimming pool , small and dirty",Negative,"Swimming pool, small and dirty.",Negative,1.0000000000000002,True
711,Check-out,,,possibility for late check out,Positive,,False
716,Room,Lack of adapters for sockets in the rooms.,Negative,Lack of adapters for sockets in the rooms.,Negative,1.0000000000000002,True
716,Room,,,New and clean rooms.,Positive,,False
716,Staff,,,"Very pleasant staff., the staff promised to fix it.",Positive,,False
718,Room,No trash can in the room,Negative,No trash can in the room.,Negative,1.0000000000000002,True
718,Staff,,,very nice staff.,Positive,,False
718,Location,,,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.,Positive,,False
718,Facility,,,Great place.,Positive,,False
723,Room,There were no TV channels,Negative,There were no TV channels.,Negative,1.0000000000000002,True
723,Room,,,It was simple and beautiful.,Positive,,False
