ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
419,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
419,Location,great location. ,Positive,Positive,"The location was perfect for our needs., great location",True
419,Price,,,Positive,The price was reasonable and affordable.,False
419,Room,"comfortable rooms, ",Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view., comfortable rooms",True
419,Staff,"Very friendly and helpful staff, ",Positive,Positive,Very friendly and helpful staff,True
420,Location,A LITTLE BIT FAR FROM SEA,Negative,Negative,A LITTLE BIT FAR FROM SEA,True
420,Room,,,Negative,A LITTLE BIT FAR FROM SEA,False
421,Facility,The building is very clean and made for a comfortable stay. ,Positive,,,False
421,Location,"steps to Makenzy beach, cafés, and restaurants. Easy access to nightlife. ",Positive,Positive,I wish I stayed longer!,True
421,Staff,The staff made me feel welcome and was very helpful when asking about things to do. ,Positive,,,False
422,Facility,"This hotel is very new and completely renovated. It’s spotless clean, comfortable.  Free parking,  ",Positive,,,False
422,Location,close to the city and very accessible by any transportation.,Positive,,,False
422,Room,he room is completely new and very clean. The mini bar was really well equipped and very cheap.,Positive,,,False
422,Staff,and very good service from the family that owns it. We felt very welcome. ,Positive,,,False
423,Check-in,,,Positive,The check-in process was smooth and efficient.,False
423,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
423,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
423,Location,Walking distance from the beach and very easy access to public transportation,Positive,Positive,The location was perfect for our needs.,True
423,Price,,,Positive,The price was reasonable and affordable.,False
423,Room,Rooms are so clean and comfortable with variety of snacks at very affordable price. ,Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
423,Staff,Staff was amazing and very welcoming. ,Positive,,,False
424,Food,Fantastic breakfast. ,Positive,,,False
424,Location,Close to jogging trails along the lake and close to the airport. ,Positive,,,False
424,Room,Family room that fits a family of five.,Positive,,,False
424,Staff,Plus a super friendly staff.,Positive,,,False
425,Booking-issue,,,Positive,booking.com should investigate this,False
425,Facility,This hotel is accessible to wheelchairs but there ramps are not to EU regulations. VERY STEEP. They really need to sort this. The ramp right outside is very dangerous. I am surprised I wasn't wheeled of this ramp.,Negative,Negative,"hotel is accessible to wheelchairs but ramps are not to EU regulations, ramps are VERY STEEP, ramp right outside is very dangerous",True
425,Facility,"The hotel was airy and light.
 The hotel was nice and very clean.",Positive,,,False
425,Food,The breakfast could have had more variety. They had no cereal on offer at all. They had no ordinary tea on offer. It was al Earl Grey. No proper plan tea.,Negative,Negative,"breakfast could have had more variety, no cereal on offer at all, no ordinary tea on offer, only Earl Grey and no proper plan tea",True
425,Location,,,Negative,ramp right outside,False
425,Location,It was great accessibility to where we wanted to be.,Positive,Positive,hotel,True
425,Room,The room sizes were excellent for the wheelchair.,Positive,,,False
426,Location,2 times noise in week 4 a.m from people picking rubbish into large lorries .,Negative,Negative,people picking rubbish into large lorries,True
426,Room,comfortable bed lovely soft duvet and pillows.good shower,Positive,,,False
427,Location,it was not on the beach front as we were under the impression it was.,Negative,Negative,it was not on the beach front as we were under the impression it was.,True
427,Room,,,Negative,it was not on the beach front as we were under the impression it was.,False
427,Room,spotlessly clean,Positive,,,False
427,Staff,and the staff were so helpful.,Positive,,,False
428,Location,,,Positive,clean,False
428,Room,not enough pillows,Negative,Negative,not enough pillows,True
428,Room,very clean,Positive,Positive,very,True
429,Facility,Parking was very limited.,Negative,,,False
429,Location,Quiet location.,Positive,Positive,Quiet location.,True
429,Room,Bed was very soft and uncomfortable for me.,Negative,,,False
430,Location,,,Positive,and as expected,False
430,Room,"Windows should be closed, as the front building looks right into your room.",Negative,,,False
430,Room,,,Positive,"Windows should be closed, as the front building looks right into your room., Everything was pretty good, and as expected",False
431,Food,The restaurant was decent.,Positive,Positive,The restaurant was decent,True
431,Location,There was nothing close by for a mini Mart.,Negative,Negative,There was nothing close by,True
431,Location,The bus stop into town was around the corner.,Positive,Positive,The bus stop into town was around the corner.,True
431,Room,The room was large and had a nice balcony. ,Positive,Positive,The room was large and had a nice balcony.,True
432,Facility,Street parking.,Negative,,,False
432,Location,Short walk to Mckenzie beach.,Positive,,,False
432,Room,Clean and comfortable. Cute balconies. ,Positive,,,False
433,Facility,"there is no designated parking, you just park wherever you find",Negative,,,False
433,Room,"- the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass
 - the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy
 - the bin is rusty
 - the mirror is weirdly placed, on the right of the sink
 - due to the placement of the curtains, a lot of light gets in the room in the morning
",Negative,,,False
433,Room,I also liked the size of the room an the bed,Positive,Positive,the size of the room an the bed,True
433,Staff,"- we have requested late check out (1pm) which we got and we appreciate it. However, we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",Negative,,,False
433,Staff,"I really liked how polite and friendly the staff was, ",Positive,Positive,how polite and friendly the staff was,True
434,Location,Near to the airport,Positive,Positive,Near to the airport,True
434,Room,There was some kind of unpleasant smell in the bathroom,Negative,,,False
435,Location,close to the airports,Positive,Positive,close to the airports,True
435,Price,this is a guesthouse that is priced like a hotel,Negative,Negative,priced like a hotel,True
435,Room,,,Positive,"this is a guesthouse, close to the airports",False
436,Location,"This is a good transitioning for one night, like I had. Or just to sleep over.
 Central location.",Positive,Positive,Central location.,True
436,Price,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,Negative,,,False
436,Room,"Size of the room is one of the smallest I have ever seen. There is no space for the suitcase nor a wardrobe. No sitting area.
 There is a terrace which Sun hits all the time,",Negative,,,False
436,Room,"The room was perfectly clean.
",Positive,Positive,The room was perfectly clean.,True
436,Staff,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,Positive,Positive,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,True
437,Food,No breakfast included. We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Negative,,,False
437,Price,For what you get it was a bit expensive. ,Negative,,,False
437,Room,The rooms were a bit small for a suite. ,Negative,,,False
437,Room,"It was clean, the beds were comfortable.",Positive,Positive,"It was clean, the beds were comfortable.",True
438,Location,Very close to the Larnaka airport as we needed it to be.,Positive,Positive,Very close to the Larnaka airport as we needed it to be.,True
438,Room,"The duvet was for the winter and even with 23 degrees Celsius on the a/c it was unbearable!
 No simple sheets on the bed either...we could not open the windows because it was very very noisy. 
 Also the windows had no soundproofing whatsoever because the noise was too much!! Also the room had a hair dryer and a kettle that we could not use because the plugs did not fit the sockets and the hotel didn't provide adaptors...So no use of that service in the room either!",Negative,,,False
438,Room,Very spacious and clean room.,Positive,Positive,Very spacious and clean room.,True
438,Staff,Very friendly people.,Positive,Positive,Very friendly people.,True
439,Food,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative,,,False
439,Food,Restaurant stayed open reasonably late so I could eat after an evening arrival in Cyprus.,Positive,,,False
439,Location,Usefully located hotel in between city centre and airport. ,Positive,,,False
439,Room,Room quite small.,Negative,,,False
440,Room,"Bath room was cleaned rather superficially, so that medium nice with hair not being removed.",Negative,Negative,"Bath room was cleaned rather superficially, so that medium nice with hair not being removed.",True
440,Room,Very modern rooms,Positive,Positive,Very modern rooms,True
440,Staff,Friendly Staff!,Positive,,,False
441,Facility,Some issues with internet,Negative,,,False
441,Food,"Break fast was PERFECT, ",Positive,,,False
441,Location,"Some issues with internet and location, bit far from the center,",Negative,Negative,bit far from the center,True
441,Location,but very quite Area around.,Positive,Positive,very quite Area around,True
441,Room,Cold floor in the room :-),Negative,Negative,Cold floor in the room,True
441,Room,the room was PERFECT. ,Positive,Positive,the room was PERFECT,True
442,Facility,The hotel hadn’t yet opened up for the season.,Negative,,,False
442,Food,Breakfast was very filling. It was located on the table in front of us (funny question).,Positive,Positive,Breakfast was very filling,True
442,Location,It was a little hard to find.,Negative,Negative,It was a little hard to find.,True
442,Location,,,Positive,"The hotel hadn’t yet opened up for the season., It was located on the table in front of us",False
442,Room,Room was a little cold. ,Negative,Negative,"Room was a little cold., It was a little hard to find.",True
443,Booking-issue,,,Negative,not clear on booking,False
443,Facility,"off season, so no bar / restaurant/ pool, which was not clear on booking.",Negative,Negative,no bar / restaurant/ pool,True
443,Room,,,Negative,no bar / restaurant/ pool,False
443,Room,"clean room,",Positive,Positive,clean room,True
443,Staff,friendly staff,Positive,Positive,friendly staff,True
444,Location,,,Null,"and, very",False
444,Location,,,Positive,clean,False
444,Room,nice and very clean.,Positive,Positive,nice,True
444,Staff,that they couldn’t wait for 15min as i had just fractured my ankle and need to change my bandage and the Lady of the house was literally standing next to the door with a cleaner to clean the room. so i left without changing my bandage and had to do it outside on the street.,Negative,,,False
445,Facility,Nice clean little hotel,Positive,,,False
445,Food,Breakfast was below average,Negative,Negative,Breakfast was below average,True
445,Location,next to the airport,Positive,,,False
447,Room,The bed and pillows were very uncomfortable and the telly was not working properly,Negative,,,False
447,Staff,the staff were lovely,Positive,Positive,the staff were lovely,True
448,Location,Good location for makenzie beach.,Positive,Positive,Good location for makenzie beach,True
448,Room,"Complimentary coffee/tea in our bedroom was not replenished after the first night. Only one coffee sachet for a double room. 
 Whatever was used from the fridge was also not replenished.
 There were no thin curtains to allow for some light to come through into the bedroom; and so you had to draw the thick curtains if you wanted privacy.",Negative,,,False
448,Room,Clean room. comfortable bed,Positive,Positive,Clean room,True
448,Staff,Staff was excellent,Positive,Positive,Staff was excellent,True
449,Booking-issue,,,Negative,We booked a taxi at 04:30 in the morning to go to the airport. Very frustrating that the host didnt inform us that his taxi had a double Booking instead of ordening another for us.,False
449,Location,Close to the airport,Positive,Positive,Close to the airport,True
449,Staff,We booked a taxi at 04:30 in the morning to go to the airport. Very frustrating that the host didnt inform us that his taxi had a double Booking instead of ordening another for us.,Negative,,,False
449,Taxi-issue,,,Negative,We booked a taxi at 04:30 in the morning to go to the airport. Very frustrating that the host didnt inform us that his taxi had a double Booking instead of ordening another for us.,False
450,Room,Room Cleanliness,Positive,Positive,Cleanliness,True
450,Staff,Friendly and Helpful Staff.,Positive,Positive,Friendly and Helpful,True
451,Facility,"Property feels cold without an warm inviting atmosphere, as it’s to minimalistic.",Negative,Negative,The shower in the bathroom is open in-front which results in the whole floor being wet.,True
451,Facility,Neat and modern hotel facility.,Positive,,,False
451,Location,,,Negative,"Property feels cold without an warm inviting atmosphere, as it’s to minimalistic. Unfortunately situated on top of the outside bar area.",False
451,Location,Property is perfectly located close from the airport and close to the famous Makenzie Beach. ,Positive,,,False
451,Room,Rooms are a nice size but is unfortunately situated on top of the outside bar area. Twin beds are provided and the pillows is not comfortable at all. The shower in the bathroom is open in-front which results in the whole floor being wet. Property have a great potential with some care.,Negative,,,False
451,Room,,,Positive,Rooms are a nice size but,False
453,Booking-issue,,,Positive,guy on desk told us we had not paid but we did,False
453,Check-in,"Waited 10 minutes for someone to come greet us for check in, no one on desk 
 Guy on desk told us we had not paid but we did 
 then he took a picture of my passport which no hotel does at all which was very strange ?????",Negative,Negative,"Waited 10 minutes for someone to come greet us for check in, no one on desk",True
453,Facility,,,Negative,"electronic do not disturb sign didn’t work, back door balcony in other bedroom wouldn’t lock",False
453,Location,close to mackenzie beach,Positive,Positive,Mackenzie Beach,True
453,Room,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic), very noisy guests. ",Negative,Negative,back door balcony in other bedroom wouldn’t lock,True
453,Room,,,Positive,close to Mackenzie Beach,False
453,Staff,asked for double bed and got two single beds next to eachother ,Negative,Negative,"Waited 10 minutes for someone to come greet us for check in, no one on desk",True
453,Staff,,,Positive,guy on desk told us we had not paid but we did,False
454,Location,Very noisy neighborhood,Negative,,,False
455,Facility,"the pool not even to be considered, the overall hotel installation is badly maintained. It’s in front of a pension. The lift broke. The pictures of the room are accurate but fot the hotel installation and pool have a look to ‘Pasithea Apartments’",Negative,,,False
455,Location,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear. ",Negative,,,False
455,Location,,,Positive,you can easily pass here,False
455,Room,"The aircon was too strong so we’d opened the windows, big mistake! Very noisy (I’ve asked quiet room).",Negative,,,False
455,Room,It’s clean. The pictures of the room are accurate,Positive,Positive,It's clean,True
455,Staff,the guy was offended becawe asked to see the room before paying….,Negative,,,False
456,Booking-issue,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Negative,Negative,test,True
456,Facility,,,Neutral,lock to the bathroom and a shower glass door inside,False
456,Food,-No free breakfast option. ,Negative,,,False
456,Food,-The sandwiches and hummus by the chef were delicious.,Positive,,,False
456,Location,"Location is good. Convenient by taxi to city Center,airport and beach. ",Positive,,,False
456,Price,,,Negative,test,False
456,Price,,,Positive,test,False
456,Room,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.
 -wifi is not good",Negative,,,False
456,Room,rooms are very well maintained. ,Positive,,,False
456,Staff,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Negative,,,False
456,Staff,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition. ,Positive,Positive,Ali,True
457,Location,I like the quietness and it’s close to airport,Positive,Positive,I like the quietness,True
457,Room,The way room are furnished is not comfortable,Negative,Negative,The way room are furnished is not comfortable,True
457,Room,,,Positive,it's close to airport,False
458,Facility,facilities are limited. ,Negative,,,False
458,Food,Limited food options,Negative,,,False
458,Room,"Noisy. Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative,,,False
459,Location,garbage truck passes at 3 a.m with an incredible noise.,Negative,,,False
459,Room,"TV did not work, ",Negative,,,False
459,Room,"Very comfortable bed, room very new and comfortable.",Positive,Positive,"Very comfortable bed, room very new and comfortable.",True
460,Location,Location was excellent,Positive,Positive,Location was excellent,True
460,Price,Rate was very expensive for what it offered.,Negative,,,False
460,Room,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels. There were not even hangers for clothes in the closet",Negative,,,False
460,Room,Room was very clean upon arrival,Positive,Positive,Room was very clean upon arrival,True
460,Staff,and staff was very polite.,Positive,Positive,staff was very polite,True
461,Room,Our plumbing had complications twice. ,Negative,,,False
461,Staff,"Moreover, the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift. These cookies are only made in Thessaloniki and cost us 25 euros. When we asked if they had seem them, the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions. It was nice that they tried, but they should be refunding us for the cookies we lost. I feel bad writing a negative review because they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings. I was extremely disappointed in how they dealt with the situation, and that they thought it was acceptable to take an edible gift out of a trash room and continue as if nothing happened.",Negative,,,False
461,Staff,The people working there were kind and responsive. I feel bad writing a negative review because they were kind,Positive,Positive,The people working there were kind and responsive.,True
462,Location,"excellent location, ",Positive,Positive,excellent location,True
462,Room,clean and modern.,Positive,,,False
463,Room,cleanliness,Positive,,,False
464,Facility,,,Negative,There wasn’t a fan in the bathroom so opening the window was required,False
464,Room,There wasn’t a fan in the bathroom so opening the window was required,Negative,Negative,There wasn’t a fan in the bathroom so opening the window was required,True
464,Room,"The room was nice and clean, the two beds were set up as we requested",Positive,Positive,The room was nice and clean,True
465,Food,Breakfast above expectations.,Positive,,,False
465,Location,"Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.",Positive,,,False
465,Room,"Room fresh, clean and modern. Same as shown in photos.",Positive,,,False
466,Location,"Hotel is very close to the airport, nice place to stay if you arrive late at night.",Positive,Positive,Hotel is very close to the airport,True
467,Location,,,Positive,test,False
467,Staff,Liked the happy and smiling welcome that greets you once you arrive at the property. ,Positive,Positive,test,True
468,Facility,Swimming pool could be cleaner.,Negative,Negative,Swimming pool could be cleaner.,True
468,Room,room very nice and clean.,Positive,Positive,room very nice and clean,True
468,Staff,"Nice staff, ",Positive,Positive,Nice staff,True
469,Room,Rooms are updated and clean.,Positive,Positive,Rooms are updated and clean,True
469,Staff,Very helpful and knowledgeable staff. ,Positive,Positive,Very helpful and knowledgeable staff,True
470,Room,Nice and clean. ,Positive,Positive,Nice and clean. Perfect for an overnight stay.,True
470,Staff,Owners very nice and friendly.,Positive,Positive,Owners very nice and friendly.,True
471,Location,Maybe a little way from main town,Negative,,,False
471,Location,and very close to beach.,Positive,Positive,Maybe a little way from main town,True
471,Price,Exceptional value for money ,Positive,,,False
471,Room,"Very clean, modern rooms, comfortable bed and good shower. ",Positive,,,False
471,Staff,Very helpful staff. ,Positive,,,False
472,Facility,Very friendly atmosphere. A family business where you feel like at home. The hotel is very comfortable. ,Positive,Positive,The hotel is very comfortable.,True
472,Food,Huge and delicious breakfast. ,Positive,Positive,Huge and delicious breakfast.,True
472,Location,,,Positive,A family business where you feel like at home.,False
473,Room,Very nice rooms. Clean.,Positive,Positive,Very nice rooms,True
473,Staff,Friendly staff and service. ,Positive,Positive,Friendly staff and service,True
474,Facility,if you're lucky you may have the only one parking in the side.,Negative,,,False
474,Food,Very poor lunch (breakfast),Negative,,,False
474,Location,,,Positive,"Clean, smart devices.",False
474,Price,"Overpriced for its facilities,",Negative,,,False
474,Room,"Clean, smart devices.",Positive,,,False
475,Room,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Negative,,,False
477,Food,"Delicious food, ",Positive,Positive,"Delicious food,",True
477,Location,,,Positive,impeccable cleanliness.,False
477,Room,impeccable cleanliness.,Positive,,,False
477,Staff,Very kind staff. ,Positive,Positive,Very kind staff.,True
478,Location,,,Positive,the location,False
478,Room,the cleanliness of the room.,Positive,Positive,the cleanliness of the room,True
478,Staff,"The kindness of the staff, ",Positive,Positive,The kindness of the staff,True
480,Check-in,,,Positive,The check-in process was smooth and efficient.,False
480,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
480,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
480,Location,,,Positive,The location was perfect for our needs.,False
480,Price,,,Positive,The price was reasonable and affordable.,False
480,Room,,,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",False
480,Staff,French speaking and competent staff.,Positive,Positive,French speaking and competent staff.,True
481,Facility,The cleanest place I stayed in Cyprus!,Positive,,,False
481,Room,,,Positive,The cleanest place I stayed in Cyprus!,False
481,Staff,The staff is kind and welcoming.,Positive,Positive,"The staff is kind and welcoming., She",True
482,Facility,"pleasant accommodation, ",Positive,,,False
482,Location,,,Positive,pleasant,False
482,Room,the rooms were not soundproofed enough,Negative,Negative,the rooms were not soundproofed enough,True
482,Room,cleanliness,Positive,,,False
482,Staff,"helpful reception,",Positive,Positive,helpful,True
483,Facility,,,Negative,problems with the sealing and closing of the window,False
483,Location,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Positive,Positive,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",True
483,Room,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Negative,,,False
483,Staff,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Positive,Positive,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,True
484,Food,"We had dinner in the evening, it was very good.",Positive,Positive,it was very good,True
484,Location,Just a bit far from town,Negative,,,False
484,Location,Convenient because close to the airport.,Positive,Positive,Convenient because close to the airport,True
484,Room,Room a bit small,Negative,,,False
484,Room,"Nice room, very clean.",Positive,Positive,Nice room,True
484,Staff,Very kind and helpful staff.,Positive,Positive,Very kind and helpful staff,True
486,Facility,,,Negative,water in the shower,False
486,Room,The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Negative,Negative,The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,True
486,Room,"The room was very clean and very spacious.
 The mattresses and pillows were excellent.",Positive,Positive,The room was very clean and very spacious.,True
487,Room,,,Positive,everything is very good,False
488,Room,,,Positive,Everything was great!,False
489,Facility,Early November: good availability of free parking spaces at the bottom of the hotel. ,Positive,,,False
489,Location,,,Neutral,"The beach is 10 minutes walk, the airport 10 minutes by bus",False
489,Location,"The beach is 10 minutes walk, the airport 10 minutes by bus. ",Positive,,,False
489,Room,nice and comfortable small room. ,Positive,Positive,nice and comfortable small room,True
489,Staff,Friendly staff and very good advice,Positive,Positive,Friendly staff and very good advice,True
490,Check-in,,,Positive,The check-in process was smooth and efficient.,False
490,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
490,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
490,Food,and excellent cuisine,Positive,Positive,excellent cuisine,True
490,Location,Proximity to the airport ,Positive,Positive,"Proximity to the airport, The location was perfect for our needs.",True
490,Price,,,Positive,The price was reasonable and affordable.,False
490,Room,,,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",False
491,Location,good location for the airport.,Positive,Positive,good location for the airport,True
491,Room,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Negative,Negative,The rooms are poorly soundproofed.,True
491,Room,"Practical rooms, balconies in each room.",Positive,Positive,"Practical rooms, balconies in each room",True
491,Staff,Listening staff.,Positive,Positive,Listening staff,True
492,Facility,,,Negative,Noisy,False
492,Location,"Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative,,,False
492,Location,"Hotel near the airport, ideal for a late arrival or a very early departure",Positive,,,False
492,Room,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling",Negative,Negative,Very hard bed,True
493,Location,,,Positive,"nice, clean and neat. super sweet hosts",False
493,Room,"nice, clean and neat. ",Positive,,,False
493,Staff,super sweet hosts,Positive,,,False
494,Facility,"Very clean hotel
",Positive,,,False
494,Location,Very close to the airport,Positive,Positive,Very close to the airport,True
494,Room,,,Positive,Very clean hotel,False
494,Staff,Very kind staff,Positive,Positive,Very kind staff,True
496,Food,and delicious breakfasts.,Positive,Positive,delicious breakfasts,True
496,Location,"Great location close to the airport, ",Positive,Positive,Great location close to the airport,True
496,Staff,friendly service ,Positive,,,False
497,Facility,Perfect hotel.,Positive,,,False
497,Food,the restaurant is very varied.,Positive,,,False
497,Location,as well as the location close to the airport and the beach as well as many restaurants and snacks.,Positive,,,False
497,Room,the room was spacious.and clean.,Positive,,,False
497,Staff,"welcoming and helpful staff.  and I thank Tony for his welcome and his smile, it's so rare.",Positive,,,False
498,Location,"Access to the airport is close but not so easy with the bus, when you do not know",Negative,,,False
498,Location,,,Neutral,"Access to the airport is close but not so easy with the bus, when you do not know",False
498,Location,Access to the airport is close,Positive,,,False
498,Staff,"Great welcome, very pleasant contact, very helpful",Positive,,,False
499,Location,The hotel is located close to Larnaca airport.,Positive,Positive,The hotel is located close to Larnaca airport.,True
499,Room,"the room had everything you need, and also the bathroom. Clean and cozy.",Positive,Positive,"the room had everything you need, and also the bathroom.",True
499,Staff,"Very helpful staff, ",Positive,Positive,Very helpful staff,True
500,Facility,"and on the other hand, if you go by car, even though there is an open-air car park very close, it's a real odyssey to be able to park. We had to leave the car far away.",Negative,,,False
500,Facility,"The accommodation itself is very good., and on the other hand, if you go by car, even though there is an open-air car park very close, ",Positive,,,False
500,Location,The problem is finding it. It is located in an alley and google maps went crazy. Now I understand why they sent me a photo of how to locate the street.,Negative,,,False
500,Location,It is very central. ,Positive,,,False
500,Room,but the guests in the upper apartment didn't stop making noise at 3am,Negative,,,False
501,Facility,The hotel is very clean ,Positive,,,False
501,Food,although it took a relatively long time for our food to be ready.,Negative,Negative,it took a relatively long time for our food to be ready,True
501,Food,"The restaurant in the hotel lobby is good,",Positive,,,False
501,Location,and close to the airport. ,Positive,Positive,The restaurant in the hotel lobby,True
501,Room,"Simple and comfortable rooms, you can see that there is care in the place.",Positive,,,False
502,Facility,It's a clean and good hotel ,Positive,,,False
502,Room,,,Positive,It's a clean and good hotel,False
502,Staff,and the service is also great,Positive,Positive,the service is also great,True
503,Location,"The environment is a bit unfriendly for walking, there is a lot of construction and the roads are bumpy",Negative,Negative,"The environment is a bit unfriendly for walking, there is a lot of construction and the roads are bumpy",True
503,Location,"Close to the field, ",Positive,,,False
503,Room,"the room is restful and pleasant, clean and renovated, The bed is comfortable and so is the shower",Positive,,,False
503,Staff,"the staff is nice, ",Positive,,,False
504,Facility,Everything is a perfect boutique hotel,Positive,,,False
504,Room,,,Positive,Everything is a perfect boutique hotel,False
505,Food,"Nice restaurant in the house, great coffee!",Positive,,,False
505,Location,"Close to the city center, the airport and the sea. ",Positive,,,False
505,Price,Price/performance is totally right.,Positive,,,False
505,Room,"Modern furnished and very clean room, ",Positive,,,False
505,Staff,friendly staff. ,Positive,,,False
506,Check-in,,,Positive,The check-in process was smooth and efficient.,False
506,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
506,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
506,Location,,,Positive,The location was perfect for our needs.,False
506,Price,,,Positive,The price was reasonable and affordable.,False
506,Room,"cleanliness, simple and modern furnishings but new like the whole structure",Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
507,Facility,"The hotel is very modernly furnished, ",Positive,,,False
507,Location,,,Positive,But we have a positive experience and will use it again next time.,False
507,Room,the room is spacious enough with an above-standard large bathroom. ,Positive,Positive,"The hotel is very modernly furnished, the room is spacious enough with an above-standard large bathroom.",True
507,Staff,The staff at the reception willingly arranged a ride to the airport for us.,Positive,Positive,The staff at the reception willingly arranged a ride to the airport for us.,True
508,Room,,,Positive,Everything nice,False
509,Facility,"Nice facility, ",Positive,Positive,nice,True
509,Staff,very nice and helpful staff.,Positive,Positive,very nice and helpful,True
510,Location,Proximity to the airport,Positive,,,False
510,Price,cheap,Positive,,,False
510,Room,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories",Negative,,,False
510,Room,clean,Positive,Positive,minimalist room accessories,True
512,Room,very clean. ,Positive,Positive,very clean,True
512,Staff,"the staff is available and always helps
",Positive,Positive,the staff is available and always helps,True
513,Check-in,We arrived late and the directions were clear and easy.,Positive,,,False
513,Facility,The place is clean and everything was exactly as expected,Positive,,,False
513,Location,The place is close to the airport and easy to get to.,Positive,,,False
513,Location,A short distance from the promenade where you can find nice restaurants on the beach,Positive,,,False
513,Room,The room for 5 was very tight. Suitable for one night no more,Negative,,,False
515,Check-in,Thank you very much for being able to move in earlier. ,Positive,Positive,being able to move in earlier,True
515,Facility,Very clean new hotel,Positive,,,False
515,Location,I really liked the location. Close to the lake and the beach. ,Positive,Positive,Close to the lake and the beach,True
515,Staff,Very nice staff. ,Positive,Positive,Very nice,True
516,Staff,friendliness of staff,Positive,Positive,friendliness of staff,True
517,Check-in,,,Negative,The check-in process took a long time.,False
517,Check-in,,,Positive,"The check-in process was smooth and efficient., The check-in process was easy and quick.",False
517,Facility,,,Negative,The facilities were old and needed renovation.,False
517,Facility,the hotel of very good quality,Positive,Positive,The facilities were modern and clean.,True
517,Food,,,Negative,"The food at the restaurant was terrible, overpriced and not good quality.",False
517,Location,,,Negative,The location of the hotel was not ideal for us.,False
517,Location,,,Positive,"the hotel of very good quality, The location of the hotel was perfect for us., The location of the hotel was great for us.",False
517,Price,,,Negative,The price was too high for what we got.,False
