ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
424,Food,Fantastic breakfast. ,Positive,Positive,Fantastic breakfast,True
424,Location,Close to jogging trails along the lake and close to the airport. ,Positive,Positive,Close to jogging trails along the lake and close to the airport,True
424,Room,Family room that fits a family of five.,Positive,Positive,Family room that fits a family of five,True
424,Staff,Plus a super friendly staff.,Positive,Positive,super friendly staff,True
425,Booking-issue,,,Negative,I think booking.com should investigate this.,False
425,Facility,This hotel is accessible to wheelchairs but there ramps are not to EU regulations. VERY STEEP. They really need to sort this. The ramp right outside is very dangerous. I am surprised I wasn't wheeled of this ramp.,Negative,Negative,The ramp right outside is very dangerous. I think booking.com should investigate this.,True
425,Facility,"The hotel was airy and light.
 The hotel was nice and very clean.",Positive,,,False
425,Food,The breakfast could have had more variety. They had no cereal on offer at all. They had no ordinary tea on offer. It was al Earl Grey. No proper plan tea.,Negative,Negative,The breakfast could have had more variety.,True
425,Location,,,Negative,This hotel is accessible to wheelchairs but there ramps are not to EU regulations. VERY STEEP. They really need to sort this. The ramp right outside is very dangerous. I am surprised I wasn't wheeled of this ramp.,False
425,Location,It was great accessibility to where we wanted to be.,Positive,Positive,"The hotel was airy and light., It was great accessibility to where we wanted to be.",True
425,Room,The room sizes were excellent for the wheelchair.,Positive,Positive,The room sizes were excellent for the wheelchair.,True
426,Facility,,,Positive,"comfortable bed lovely soft duvet and pillows, good shower",False
426,Food,,,Negative,I Didn't eat at hotel,False
426,Location,2 times noise in week 4 a.m from people picking rubbish into large lorries .,Negative,,,False
426,Room,comfortable bed lovely soft duvet and pillows.good shower,Positive,,,False
426,Taxi-issue,,,Negative,2 times noise in week 4 a.m from people picking rubbish into large lorries.,False
427,Location,it was not on the beach front as we were under the impression it was.,Negative,Negative,it was not on the beach front as we were under the impression it was.,True
427,Room,spotlessly clean,Positive,,,False
427,Staff,and the staff were so helpful.,Positive,,,False
428,Room,not enough pillows,Negative,Negative,not enough pillows,True
428,Room,very clean,Positive,Positive,very clean,True
429,Facility,Parking was very limited.,Negative,,,False
429,Location,Quiet location.,Positive,Positive,Quiet location.,True
429,Room,Bed was very soft and uncomfortable for me.,Negative,Negative,the room was a little bit dirty.,True
429,Room,,,Positive,The room is enough big.,False
430,Location,,,Negative,the front building looks right into your room,False
430,Room,"Windows should be closed, as the front building looks right into your room.",Negative,Negative,"Windows should be closed, as the front building looks right into your room",True
431,Food,The restaurant was decent.,Positive,Positive,The restaurant was decent,True
431,Location,There was nothing close by for a mini Mart.,Negative,Negative,There was nothing close by for a mini Mart.,True
431,Location,The bus stop into town was around the corner.,Positive,Positive,The bus stop into town was around the corner.,True
431,Room,The room was large and had a nice balcony. ,Positive,Positive,The room was large and had a nice balcony,True
432,Facility,Street parking.,Negative,,,False
432,Facility,,,Positive,Cute balconies,False
432,Location,Short walk to Mckenzie beach.,Positive,Positive,"Short walk to Mckenzie beach, Street parking",True
432,Room,Clean and comfortable. Cute balconies. ,Positive,Positive,Clean and comfortable,True
433,Facility,"there is no designated parking, you just park wherever you find",Negative,,,False
433,Room,"- the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass
 - the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy
 - the bin is rusty
 - the mirror is weirdly placed, on the right of the sink
 - due to the placement of the curtains, a lot of light gets in the room in the morning
",Negative,,,False
433,Room,I also liked the size of the room an the bed,Positive,Positive,the size of the room,True
433,Staff,"- we have requested late check out (1pm) which we got and we appreciate it. However, we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",Negative,,,False
433,Staff,"I really liked how polite and friendly the staff was, ",Positive,Positive,I really liked how polite and friendly the staff was,True
434,Facility,,,Negative,There was some kind of unpleasant smell in the bathroom,False
434,Location,Near to the airport,Positive,Positive,Near to the airport,True
434,Room,There was some kind of unpleasant smell in the bathroom,Negative,,,False
435,Location,close to the airports,Positive,Positive,close to the airports,True
435,Price,this is a guesthouse that is priced like a hotel,Negative,,,False
435,Price,,,Positive,like a hotel,False
435,Room,,,Negative,this is a guesthouse that is priced like a hotel,False
436,Location,"This is a good transitioning for one night, like I had. Or just to sleep over.
 Central location.",Positive,Positive,Central location.,True
436,Price,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,Negative,,,False
436,Room,"Size of the room is one of the smallest I have ever seen. There is no space for the suitcase nor a wardrobe. No sitting area.
 There is a terrace which Sun hits all the time,",Negative,,,False
436,Room,"The room was perfectly clean.
",Positive,Positive,The room was perfectly clean.,True
436,Staff,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,Positive,Positive,"Maria and Richard are really great hosts!, Very kind and hospitable., Maria has offered an adapter immediately.",True
437,Food,No breakfast included. We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Negative,,,False
437,Price,For what you get it was a bit expensive. ,Negative,,,False
437,Room,The rooms were a bit small for a suite. ,Negative,,,False
437,Room,"It was clean, the beds were comfortable.",Positive,Positive,"It was clean, the beds were comfortable",True
438,Facility,,,Negative,the plugs did not fit the sockets and the hotel didn't provide adaptors..,False
438,Location,Very close to the Larnaka airport as we needed it to be.,Positive,,,False
438,Room,"The duvet was for the winter and even with 23 degrees Celsius on the a/c it was unbearable!
 No simple sheets on the bed either...we could not open the windows because it was very very noisy. 
 Also the windows had no soundproofing whatsoever because the noise was too much!! Also the room had a hair dryer and a kettle that we could not use because the plugs did not fit the sockets and the hotel didn't provide adaptors...So no use of that service in the room either!",Negative,Negative,"The duvet was for the winter and even with 23 degrees Celsius on the a/c it was unbearable!, No simple sheets on the bed either.., We had to leave to catch a flight at 5am.. Not a good night's sleep!!!",True
438,Room,Very spacious and clean room.,Positive,,,False
438,Staff,Very friendly people.,Positive,,,False
439,Food,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative,Negative,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,True
439,Food,Restaurant stayed open reasonably late so I could eat after an evening arrival in Cyprus.,Positive,,,False
439,Location,Usefully located hotel in between city centre and airport. ,Positive,,,False
439,Room,Room quite small.,Negative,Negative,"The room quite small, Room quite small",True
440,Room,"Bath room was cleaned rather superficially, so that medium nice with hair not being removed.",Negative,,,False
440,Room,Very modern rooms,Positive,Positive,Very modern rooms,True
440,Staff,Friendly Staff!,Positive,Positive,Friendly Staff!,True
441,Facility,Some issues with internet,Negative,,,False
441,Food,"Break fast was PERFECT, ",Positive,,,False
441,Location,"Some issues with internet and location, bit far from the center,",Negative,,,False
441,Location,but very quite Area around.,Positive,,,False
441,Room,Cold floor in the room :-),Negative,Negative,"the room was a little bit dirty., Cold floor in the room",True
441,Room,the room was PERFECT. ,Positive,Positive,The room is enough big.,True
442,Facility,The hotel hadn’t yet opened up for the season.,Negative,,,False
442,Food,Breakfast was very filling. It was located on the table in front of us (funny question).,Positive,Positive,Breakfast was very filling.,True
442,Location,It was a little hard to find.,Negative,,,False
442,Room,Room was a little cold. ,Negative,,,False
443,Facility,"off season, so no bar / restaurant/ pool, which was not clear on booking.",Negative,,,False
443,Room,"clean room,",Positive,Positive,clean room,True
443,Staff,friendly staff,Positive,Positive,friendly staff,True
444,Room,,,Negative,the Lady of the house was literally standing next to the door with a cleaner to clean the room,False
444,Room,nice and very clean.,Positive,Positive,"nice, very clean",True
444,Staff,that they couldn’t wait for 15min as i had just fractured my ankle and need to change my bandage and the Lady of the house was literally standing next to the door with a cleaner to clean the room. so i left without changing my bandage and had to do it outside on the street.,Negative,Negative,the Lady of the house,True
445,Facility,Nice clean little hotel,Positive,,,False
445,Food,Breakfast was below average,Negative,Negative,Breakfast was below average,True
445,Location,next to the airport,Positive,Positive,Nice clean little hotel next to the airport,True
447,Room,The bed and pillows were very uncomfortable and the telly was not working properly,Negative,Negative,"The bed and pillows were very uncomfortable, the telly was not working properly",True
447,Staff,the staff were lovely,Positive,,,False
448,Facility,,,Negative,There were no thin curtains to allow for some light to come through into the bedroom; and so you had to draw the thick curtains if you wanted privacy.,False
448,Food,,,Negative,Whatever was used from the fridge was also not replenished.,False
448,Location,Good location for makenzie beach.,Positive,Positive,Good location for makenzie beach,True
448,Room,"Complimentary coffee/tea in our bedroom was not replenished after the first night. Only one coffee sachet for a double room. 
 Whatever was used from the fridge was also not replenished.
 There were no thin curtains to allow for some light to come through into the bedroom; and so you had to draw the thick curtains if you wanted privacy.",Negative,Negative,"Complimentary coffee/tea in our bedroom was not replenished after the first night., Only one coffee sachet for a double room.",True
448,Room,Clean room. comfortable bed,Positive,Positive,Clean room.,True
448,Staff,Staff was excellent,Positive,Positive,Staff was excellent,True
449,Booking-issue,,,Positive,We booked a taxi at 04:30 in the morning,False
449,Location,Close to the airport,Positive,Positive,Close to the airport,True
449,Staff,We booked a taxi at 04:30 in the morning to go to the airport. Very frustrating that the host didnt inform us that his taxi had a double Booking instead of ordening another for us.,Negative,Negative,the host didnt inform us,True
449,Taxi-issue,,,Negative,the host didnt inform us that his taxi had a double Booking instead of ordening another for us,False
450,Room,Room Cleanliness,Positive,Positive,Room Cleanliness,True
450,Staff,Friendly and Helpful Staff.,Positive,Positive,Friendly and Helpful Staff.,True
451,Facility,"Property feels cold without an warm inviting atmosphere, as it’s to minimalistic.",Negative,,,False
451,Facility,Neat and modern hotel facility.,Positive,,,False
451,Location,,,Negative,"Property feels cold without an warm inviting atmosphere, as it’s to minimalistic. Rooms are unfortunately situated on top of the outside bar area.",False
451,Location,Property is perfectly located close from the airport and close to the famous Makenzie Beach. ,Positive,,,False
451,Room,Rooms are a nice size but is unfortunately situated on top of the outside bar area. Twin beds are provided and the pillows is not comfortable at all. The shower in the bathroom is open in-front which results in the whole floor being wet. Property have a great potential with some care.,Negative,Negative,Twin beds are provided and the pillows is not comfortable at all.,True
451,Room,,,Positive,Rooms are a nice size but,False
453,Check-in,"Waited 10 minutes for someone to come greet us for check in, no one on desk 
 Guy on desk told us we had not paid but we did 
 then he took a picture of my passport which no hotel does at all which was very strange ?????",Negative,,,False
453,Location,close to mackenzie beach,Positive,Positive,close to mackenzie beach,True
453,Room,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic), very noisy guests. ",Negative,,,False
453,Staff,asked for double bed and got two single beds next to eachother ,Negative,,,False
454,Location,Very noisy neighborhood,Negative,Negative,Very noisy neighborhood,True
455,Facility,"the pool not even to be considered, the overall hotel installation is badly maintained. It’s in front of a pension. The lift broke. The pictures of the room are accurate but fot the hotel installation and pool have a look to ‘Pasithea Apartments’",Negative,,,False
455,Location,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear. ",Negative,,,False
455,Location,,,Positive,you can easily pass here one night before flying back,False
455,Room,"The aircon was too strong so we’d opened the windows, big mistake! Very noisy (I’ve asked quiet room).",Negative,,,False
455,Room,It’s clean. The pictures of the room are accurate,Positive,Positive,It's clean,True
455,Staff,the guy was offended becawe asked to see the room before paying….,Negative,,,False
456,Booking-issue,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Negative,Negative,-wifi is not good,True
456,Facility,,,Negative,-They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.,False
456,Food,-No free breakfast option. ,Negative,Negative,No free breakfast option.,True
456,Food,-The sandwiches and hummus by the chef were delicious.,Positive,Positive,The sandwiches and hummus by the chef were delicious.,True
456,Location,"Location is good. Convenient by taxi to city Center,airport and beach. ",Positive,Positive,"Convenient by taxi to city Center,airport and beach., Location is good",True
456,Price,,,Negative,-However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me☹️,False
456,Room,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.
 -wifi is not good",Negative,,,False
456,Room,rooms are very well maintained. ,Positive,,,False
456,Staff,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Negative,,,False
456,Staff,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition. ,Positive,Positive,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too.,True
457,Location,I like the quietness and it’s close to airport,Positive,,,False
457,Room,The way room are furnished is not comfortable,Negative,Negative,The way room are furnished is not comfortable,True
458,Facility,facilities are limited. ,Negative,Negative,"Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn't fixed., facilities are limited",True
458,Food,Limited food options,Negative,Negative,Limited food options,True
458,Room,"Noisy. Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative,Negative,facilities are limited,True
459,Facility,,,Negative,TV did not work,False
459,Location,garbage truck passes at 3 a.m with an incredible noise.,Negative,,,False
459,Room,"TV did not work, ",Negative,,,False
459,Room,"Very comfortable bed, room very new and comfortable.",Positive,Positive,"Very comfortable bed, room very new and comfortable",True
459,Taxi-issue,,,Negative,garbage truck passes at 3 a.m with an incredible noise,False
460,Location,Location was excellent,Positive,Positive,Location was excellent,True
460,Price,Rate was very expensive for what it offered.,Negative,,,False
460,Room,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels. There were not even hangers for clothes in the closet",Negative,,,False
460,Room,Room was very clean upon arrival,Positive,Positive,Room was very clean upon arrival,True
460,Staff,and staff was very polite.,Positive,Positive,staff was very polite,True
461,Food,,,Negative,an edible gift during COVID pandemic cautions.,False
461,Food,,,Positive,These cookies are only made in Thessaloniki and cost us 25 euros.,False
461,Room,Our plumbing had complications twice. ,Negative,Negative,the room was a little bit dirty.,True
461,Room,,,Positive,The room is enough big.,False
461,Staff,"Moreover, the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift. These cookies are only made in Thessaloniki and cost us 25 euros. When we asked if they had seem them, the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions. It was nice that they tried, but they should be refunding us for the cookies we lost. I feel bad writing a negative review because they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings. I was extremely disappointed in how they dealt with the situation, and that they thought it was acceptable to take an edible gift out of a trash room and continue as if nothing happened.",Negative,Negative,"the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions., they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings.",True
461,Staff,The people working there were kind and responsive. I feel bad writing a negative review because they were kind,Positive,Positive,The people working there were kind and responsive.,True
462,Location,"excellent location, ",Positive,Positive,"excellent location, clean and modern",True
462,Room,,,Negative,the room was a little bit dirty.,False
462,Room,clean and modern.,Positive,Positive,The room is enough big.,True
463,Room,cleanliness,Positive,Positive,cleanliness,True
464,Facility,,,Negative,fan in the bathroom,False
464,Room,There wasn’t a fan in the bathroom so opening the window was required,Negative,Negative,There wasn't a fan in the bathroom,True
464,Room,"The room was nice and clean, the two beds were set up as we requested",Positive,Positive,"opening the window was required, The room was nice and clean",True
465,Food,Breakfast above expectations.,Positive,Positive,Breakfast above expectations,True
465,Location,"Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.",Positive,Positive,"Calm area, close to the beach, many restaurants and coffee shops there. Bus station very close.",True
465,Room,"Room fresh, clean and modern. Same as shown in photos.",Positive,Positive,"Room fresh, clean and modern, Same as shown in photos.",True
466,Location,"Hotel is very close to the airport, nice place to stay if you arrive late at night.",Positive,Positive,Hotel is very close to the airport,True
467,Food,,,Positive,they looked amazing,False
467,Price,,,Positive,cheap,False
467,Room,,,Negative,"the room was a little bit dirty., although not big",False
467,Room,,,Positive,"The room is enough big., The room was very clean, well decorated and modern",False
467,Staff,Liked the happy and smiling welcome that greets you once you arrive at the property. ,Positive,Positive,Liked the happy and smiling welcome that greets you once you arrive at the property,True
468,Facility,Swimming pool could be cleaner.,Negative,Negative,Swimming pool could be cleaner,True
468,Room,room very nice and clean.,Positive,Positive,room very nice and clean,True
468,Staff,"Nice staff, ",Positive,Positive,Nice staff,True
469,Room,,,Negative,the room was a little bit dirty.,False
469,Room,Rooms are updated and clean.,Positive,Positive,The room is enough big.,True
469,Staff,Very helpful and knowledgeable staff. ,Positive,Positive,Very helpful and knowledgeable staff.,True
470,Room,Nice and clean. ,Positive,Positive,"Nice and clean, Perfect for an overnight stay",True
470,Staff,Owners very nice and friendly.,Positive,Positive,Owners very nice and friendly,True
471,Location,Maybe a little way from main town,Negative,Negative,Maybe a little way from main town,True
471,Location,and very close to beach.,Positive,Positive,very close to beach,True
471,Price,Exceptional value for money ,Positive,Positive,Exceptional value for money,True
471,Room,"Very clean, modern rooms, comfortable bed and good shower. ",Positive,Positive,"Very clean, modern rooms, comfortable bed and good shower",True
471,Staff,Very helpful staff. ,Positive,Positive,Very helpful staff,True
472,Facility,Very friendly atmosphere. A family business where you feel like at home. The hotel is very comfortable. ,Positive,,,False
472,Food,Huge and delicious breakfast. ,Positive,Positive,Huge and delicious breakfast.,True
472,Staff,,,Positive,"Very friendly atmosphere., A family business where you feel like at home.",False
473,Room,Very nice rooms. Clean.,Positive,Positive,"Very nice rooms, Clean",True
473,Staff,Friendly staff and service. ,Positive,Positive,Friendly staff and service,True
474,Facility,if you're lucky you may have the only one parking in the side.,Negative,,,False
474,Food,Very poor lunch (breakfast),Negative,,,False
474,Price,"Overpriced for its facilities,",Negative,,,False
474,Room,"Clean, smart devices.",Positive,Positive,"Clean, smart devices",True
475,Room,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Negative,,,False
475,Room,,,Positive,Nice,False
477,Food,"Delicious food, ",Positive,Positive,Delicious food,True
477,Room,impeccable cleanliness.,Positive,Positive,impeccable cleanliness,True
477,Staff,Very kind staff. ,Positive,Positive,Very kind staff,True
478,Location,,,Positive,the location,False
478,Room,the cleanliness of the room.,Positive,Positive,the cleanliness of the room,True
478,Staff,"The kindness of the staff, ",Positive,Positive,The kindness of the staff,True
480,Room,,,Negative,"the room was a little bit dirty., the room was a little bit dirty.",False
480,Room,,,Positive,"The room is enough big., The room is enough big.",False
480,Staff,French speaking and competent staff.,Positive,Positive,French speaking and competent staff.,True
481,Facility,The cleanest place I stayed in Cyprus!,Positive,,,False
481,Room,,,Negative,although not big,False
481,Room,,,Positive,"The room was very clean, well decorated and modern",False
481,Staff,,,Negative,She was less helpful in guiding me than the locals,False
481,Staff,The staff is kind and welcoming.,Positive,Positive,The staff is kind and welcoming.,True
481,Taxi-issue,,,Negative,The Waze is to blame for what I didn't like,False
482,Facility,"pleasant accommodation, ",Positive,,,False
482,Room,the rooms were not soundproofed enough,Negative,Negative,the rooms were not soundproofed enough,True
482,Room,cleanliness,Positive,Positive,pleasant accommodation,True
482,Staff,"helpful reception,",Positive,Positive,helpful reception,True
483,Facility,,,Negative,problems with the sealing and closing of the window,False
483,Location,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Positive,,,False
483,Noise,,,Negative,the noise,False
483,Room,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Negative,,,False
483,Staff,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Positive,,,False
484,Food,"We had dinner in the evening, it was very good.",Positive,Positive,it was very good,True
484,Location,Just a bit far from town,Negative,Negative,Just a bit far from town,True
484,Location,Convenient because close to the airport.,Positive,Positive,Convenient because close to the airport.,True
484,Room,Room a bit small,Negative,Negative,Room a bit small,True
484,Room,"Nice room, very clean.",Positive,Positive,"Nice room, very clean.",True
484,Staff,Very kind and helpful staff.,Positive,Positive,Very kind and helpful,True
486,Facility,,,Negative,the water in the shower in the evening which was lukewarm,False
486,Price,,,Positive,cheap,False
486,Room,The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Negative,Negative,although not big,True
486,Room,"The room was very clean and very spacious.
 The mattresses and pillows were excellent.",Positive,Positive,"The room was very clean and very spacious., The mattresses and pillows were excellent, The room was very clean, well decorated and modern",True
487,Room,,,Positive,everything is very good,False
488,Room,,,Positive,Everything was great!,False
489,Facility,Early November: good availability of free parking spaces at the bottom of the hotel. ,Positive,,,False
489,Location,"The beach is 10 minutes walk, the airport 10 minutes by bus. ",Positive,,,False
489,Room,nice and comfortable small room. ,Positive,,,False
489,Staff,Friendly staff and very good advice,Positive,,,False
490,Food,and excellent cuisine,Positive,Positive,excellent cuisine,True
490,Location,Proximity to the airport ,Positive,Positive,Proximity to the airport,True
491,Location,good location for the airport.,Positive,Positive,good location for the airport,True
491,Room,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Negative,Negative,"The rooms are poorly soundproofed, We hear the neighbors moving",True
491,Room,"Practical rooms, balconies in each room.",Positive,Positive,"Practical rooms, balconies in each room",True
491,Staff,Listening staff.,Positive,Positive,Listening staff,True
492,Facility,,,Negative,"Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night",False
492,Location,"Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative,,,False
492,Location,"Hotel near the airport, ideal for a late arrival or a very early departure",Positive,Positive,Hotel near the airport,True
492,Room,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling",Negative,Negative,"bed duvet much too thick, Very hard bed",True
493,Room,"nice, clean and neat. ",Positive,Positive,"nice, clean and neat",True
493,Staff,super sweet hosts,Positive,Positive,super sweet hosts,True
494,Facility,"Very clean hotel
",Positive,,,False
494,Location,Very close to the airport,Positive,Positive,Very close to the airport,True
494,Staff,Very kind staff,Positive,Positive,Very kind staff,True
496,Food,and delicious breakfasts.,Positive,Positive,delicious breakfasts,True
496,Location,"Great location close to the airport, ",Positive,Positive,Great location close to the airport.,True
496,Staff,friendly service ,Positive,Positive,friendly service,True
497,Facility,Perfect hotel.,Positive,,,False
497,Food,the restaurant is very varied.,Positive,Positive,the restaurant is very varied.,True
497,Location,as well as the location close to the airport and the beach as well as many restaurants and snacks.,Positive,Positive,close to the airport and the beach as well as many restaurants and snacks.,True
497,Room,the room was spacious.and clean.,Positive,Positive,"the room was spacious., and clean.",True
497,Staff,"welcoming and helpful staff.  and I thank Tony for his welcome and his smile, it's so rare.",Positive,Positive,"welcoming and helpful staff., I thank Tony for his welcome and his smile, it's so rare.",True
498,Location,"Access to the airport is close but not so easy with the bus, when you do not know",Negative,,,False
498,Location,Access to the airport is close,Positive,Positive,Access to the airport is close,True
498,Staff,"Great welcome, very pleasant contact, very helpful",Positive,,,False
498,Taxi-issue,,,Negative,when you do not know,False
499,Facility,,,Positive,Clean and cozy,False
499,Location,The hotel is located close to Larnaca airport.,Positive,Positive,The hotel is located close to Larnaca airport.,True
499,Room,"the room had everything you need, and also the bathroom. Clean and cozy.",Positive,Positive,"the room had everything you need, and also the bathroom.",True
499,Staff,"Very helpful staff, ",Positive,Positive,Very helpful staff,True
500,Facility,"and on the other hand, if you go by car, even though there is an open-air car park very close, it's a real odyssey to be able to park. We had to leave the car far away.",Negative,,,False
500,Facility,"The accommodation itself is very good., and on the other hand, if you go by car, even though there is an open-air car park very close, ",Positive,,,False
500,Location,The problem is finding it. It is located in an alley and google maps went crazy. Now I understand why they sent me a photo of how to locate the street.,Negative,Negative,"even though there is an open-air car park very close, it's a real odyssey to be able to park",True
500,Location,It is very central. ,Positive,,,False
500,Room,but the guests in the upper apartment didn't stop making noise at 3am,Negative,,,False
500,Staff,,,Negative,the guests in the upper apartment didn't stop making noise at 3am,False
500,Taxi-issue,,,Negative,it's a real odyssey to be able to park,False
501,Facility,The hotel is very clean ,Positive,,,False
501,Food,although it took a relatively long time for our food to be ready.,Negative,Negative,although it took a relatively long time for our food to be ready.,True
501,Food,"The restaurant in the hotel lobby is good,",Positive,,,False
501,Location,and close to the airport. ,Positive,Positive,"The restaurant in the hotel lobby, The hotel is very clean and close to the airport.",True
501,Room,"Simple and comfortable rooms, you can see that there is care in the place.",Positive,Positive,"Simple and comfortable rooms,, you can see that there is care in the place.",True
502,Facility,It's a clean and good hotel ,Positive,,,False
502,Room,,,Positive,"The room was very clean, well decorated and modern",False
502,Staff,and the service is also great,Positive,Positive,the service is also great,True
503,Bed,,,Positive,the bed is comfortable,False
503,Facility,,,Negative,"there is a lot of construction, the roads are bumpy",False
503,Location,"The environment is a bit unfriendly for walking, there is a lot of construction and the roads are bumpy",Negative,Negative,The environment is a bit unfriendly for walking,True
503,Location,"Close to the field, ",Positive,Positive,Close to the field,True
503,Room,"the room is restful and pleasant, clean and renovated, The bed is comfortable and so is the shower",Positive,Positive,"the room is restful and pleasant, clean and renovated",True
503,Shower,,,Positive,so is the shower,False
503,Staff,"the staff is nice, ",Positive,Positive,the staff is nice,True
504,Facility,Everything is a perfect boutique hotel,Positive,,,False
504,Room,,,Positive,Everything is a perfect boutique hotel,False
505,Food,"Nice restaurant in the house, great coffee!",Positive,Positive,"Nice restaurant in the house, great coffee!",True
505,Location,"Close to the city center, the airport and the sea. ",Positive,Positive,"Close to the city center, the airport and the sea",True
505,Price,Price/performance is totally right.,Positive,Positive,Price/performance is totally right,True
505,Room,"Modern furnished and very clean room, ",Positive,Positive,Modern furnished and very clean room,True
505,Staff,friendly staff. ,Positive,Positive,friendly staff,True
506,Location,,,Positive,location,False
506,Room,"cleanliness, simple and modern furnishings but new like the whole structure",Positive,Positive,"simple and modern furnishings, new like the whole structure",True
507,Check-in,,,Positive,we have a positive experience and will use it again next time,False
507,Facility,"The hotel is very modernly furnished, ",Positive,,,False
507,Room,,,Negative,although not big,False
507,Room,the room is spacious enough with an above-standard large bathroom. ,Positive,Positive,"The room was very clean, well decorated and modern",True
507,Staff,The staff at the reception willingly arranged a ride to the airport for us.,Positive,,,False
508,Room,,,Positive,Everything nice,False
509,Facility,"Nice facility, ",Positive,,,False
509,Staff,very nice and helpful staff.,Positive,,,False
510,Location,Proximity to the airport,Positive,Positive,Proximity to the airport,True
510,Price,cheap,Positive,Positive,cheap,True
510,Room,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories",Negative,Negative,"Cramped, the third bed for a child is more suitable for a baby",True
510,Room,clean,Positive,Positive,clean,True
512,Room,very clean. ,Positive,Positive,very clean,True
512,Staff,"the staff is available and always helps
",Positive,Positive,the staff is available and always helps,True
513,Check-in,We arrived late and the directions were clear and easy.,Positive,,,False
513,Facility,The place is clean and everything was exactly as expected,Positive,,,False
513,Location,The place is close to the airport and easy to get to.,Positive,Positive,"The place is close to the airport and easy to get to., the directions were clear and easy., A short distance from the promenade where you can find nice restaurants on the beach",True
513,Location,A short distance from the promenade where you can find nice restaurants on the beach,Positive,Positive,"The place is close to the airport and easy to get to., the directions were clear and easy., A short distance from the promenade where you can find nice restaurants on the beach",True
513,Room,The room for 5 was very tight. Suitable for one night no more,Negative,Negative,"the room was a little bit dirty., The room for 5 was very tight., Suitable for one night no more.",True
513,Room,,,Positive,The room is enough big.,False
515,Check-in,Thank you very much for being able to move in earlier. ,Positive,Positive,Thank you very much for being able to move in earlier,True
515,Facility,Very clean new hotel,Positive,,,False
515,Location,I really liked the location. Close to the lake and the beach. ,Positive,Positive,I really liked the location.,True
